NBM_91_bulk_CMP	NBM_91_bulk_GMP	NBM_91_bulk_HSC	NBM_91_bulk_MEP	OX1407_bulk_CMP	OX1407_bulk_GMP	OX1407_bulk_HSC	OX1407_bulk_MEP	OX1570_bulk_CMP	OX1570_bulk_GMP	OX1570_bulk_HSC	OX1570_bulk_MEP	OX753_bulk_HSC
MIR503HG	40	0	31	4	0	3	0	31	0	31	0	0	0
MIR5047	12	0	275	99	203	75	139	337	85	154	52	457	497
MIR505	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR5087	4	3	0	0	0	3	0	0	0	6	0	0	0
MIR5088	0	0	2	1	0	0	0	2	0	0	0	4	1
MIR5091	0	0	1	0	0	0	0	0	0	2	0	0	0
MIR5093	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR5094	16	0	1	1	0	0	0	0	0	2	0	0	0
MIR5095	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR5188	0	0	0	0	0	0	0	0	0	6	0	0	0
MIR5193	0	2	0	0	3	0	0	0	0	0	0	6	0
MIR5194	0	0	0	0	0	0	0	0	5	0	0	0	0
MIR5196	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0	2	0	0	0	0
MIR548AC	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR548AN	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR548F1	0	0	4	4	1	7	2	0	2	4	0	3	3
MIR548G	0	2	0	0	0	8	0	1	1	6	0	0	0
MIR548H4	0	0	0	2	0	0	0	0	0	0	0	0	0
MIR548I1	0	1	0	0	1	0	0	0	0	0	0	0	0
MIR548I2	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR548W	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR550A1+MIR550B1	0	0	0	0	0	0	0	4	0	0	0	0	0
MIR553	0	0	0	1	0	9	0	0	2	0	0	1	0
MIR555	0	0	4	0	0	0	0	0	0	0	0	0	0
MIR558	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR5586	2	0	0	0	3	0	0	0	0	0	0	1	0
MIR564	0	1	9	3	2	4	5	2	0	4	0	1	0
MIR5684	3	2	0	0	1	1	1	0	3	0	0	0	0
MIR5685	0	0	0	0	0	0	0	0	0	0	0	3	0
MIR5690	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR5692B	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR570	0	0	7	0	0	0	0	2	0	7	0	2	0
MIR572	0	0	1	1	0	0	0	0	0	0	0	0	0
MIR573	0	6	6	29	47	0	0	28	0	0	1	16	39
MIR581	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR590	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR597	0	1	0	0	0	0	0	0	0	1	0	0	0
MIR600HG	43	166	22	22	18	116	75	90	26	60	1	0	0
MIR601	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6077	0	0	0	0	0	0	0	0	6	3	0	0	2
MIR6079	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6081	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR611	0	0	0	2	0	1	0	2	0	0	0	0	1
MIR612	0	0	0	0	0	0	0	0	3	0	0	0	0
MIR6124	0	0	0	3	0	0	0	1	0	0	0	0	0
MIR6126	0	0	0	0	0	0	0	3	0	0	0	0	0
MIR6132	0	0	0	0	0	0	0	0	6	1	0	2	0
MIR6133	0	0	0	6	0	0	0	0	0	0	0	0	0
MIR622	0	1	12	0	2	1	3	1	0	0	3	3	1
MIR623	1	0	0	0	0	1	0	0	0	0	0	0	0
MIR624	0	0	0	0	0	0	0	0	0	6	0	0	0
MIR626	0	0	0	0	0	0	0	0	0	0	2	0	0
MIR628	0	0	0	0	0	0	4	0	0	0	0	0	0
MIR630	0	0	2	11	0	3	0	0	0	0	0	12	0
MIR631	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR632	0	0	0	0	0	0	0	0	0	0	0	0	6
MIR641	0	0	0	0	0	0	0	0	4	0	0	0	0
MIR644A	0	10	0	0	0	0	0	0	13	26	0	9	0
MIR646HG	1	31	8	0	0	0	0	0	0	6	1	0	0
MIR647	0	0	2	0	1	0	0	0	0	0	0	0	0
MIR6509	0	0	0	0	0	0	0	0	0	1	0	0	0
MIR6514	0	0	1	0	0	0	0	3	10	11	0	0	0
MIR6515	0	3	1	2	1	0	1	2	0	1	0	3	1
MIR659	0	3	0	0	0	0	3	2	0	0	0	0	0
MIR6719	0	0	0	0	15	6	0	0	4	3	2	1	0
MIR6723	1645	1768	2691	5814	3241	2003	2430	3503	1830	2274	276	2101	2604
MIR6727	0	0	0	0	0	0	0	3	0	0	0	0	0
MIR6728	0	0	5	0	0	0	0	0	0	0	0	0	0
MIR6729	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6731	0	7	0	0	0	0	0	0	0	0	0	1	0
MIR6733	0	2	3	9	0	0	0	0	0	0	0	0	0
MIR6734	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR6735	0	0	4	1	0	0	0	0	0	0	0	0	0
MIR6736	0	0	0	0	0	0	0	3	0	1	0	0	0
MIR6739	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR6740	0	0	2	0	0	0	0	1	0	1	0	1	0
MIR6747	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR6748	7	7	0	0	0	0	9	5	0	2	0	1	0
MIR6752	0	0	1	4	0	0	0	0	0	0	0	0	0
MIR6753	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6754	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR6758	0	1	6	0	0	2	1	5	3	3	1	1	0
MIR6759	0	3	3	0	0	0	0	0	0	0	0	0	0
MIR6761	0	2	1	0	0	0	0	0	0	0	1	0	0
MIR6764	0	1	1	1	2	0	0	0	2	0	0	4	34
MIR6769B	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6774	0	4	0	0	0	0	0	0	0	0	0	0	0
MIR6777	0	0	0	0	0	0	0	0	0	0	0	2	0
MIR6781	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR6785	2	0	6	2	1	3	0	0	3	3	0	0	0
MIR6789	0	2	0	1	0	0	0	1	0	0	0	0	0
MIR6790	2	0	0	1	0	1	0	0	4	0	1	0	0
MIR6794	0	0	1	0	1	0	0	0	0	0	0	0	0
MIR6796	0	2	4	0	0	0	0	0	0	1	0	5	0
MIR6797	42	34	18	40	22	44	19	23	15	18	4	14	27
MIR6799	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6807	40	15	11	15	30	27	6	12	25	7	2	2	3
MIR6812	0	2	0	1	0	1	0	0	0	0	0	1	0
MIR6816	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR6817	0	1	0	2	0	0	0	1	3	3	1	1	0
MIR6818	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6820	0	1	0	9	0	0	0	5	0	1	0	0	0
MIR6821	0	0	0	0	0	0	0	0	0	6	0	13	0
MIR6822	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR6826	0	0	0	0	0	0	0	0	2	2	0	0	0
MIR6832	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR6833	7	5	13	10	3	1	0	17	0	1	0	0	0
MIR6834	1	0	0	0	0	0	0	0	0	2	0	0	0
MIR6835	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR6837	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR6839	0	0	1	0	0	0	0	0	0	0	0	3	0
MIR6840	0	0	3	0	0	0	0	0	0	0	0	3	0
MIR6842	0	0	2	0	0	0	0	0	0	0	0	0	0
MIR6843	0	0	2	0	0	0	3	0	8	0	0	3	0
MIR6844	0	0	3	0	0	0	0	0	0	0	0	0	0
MIR6847	0	0	2	0	0	0	1	0	0	0	0	0	0
MIR6848	0	0	3	0	0	0	0	0	0	0	0	0	0
MIR6850	3	2	4	9	1	2	7	7	1	1	0	4	2
MIR6853	0	3	1	0	3	0	0	1	2	0	0	0	0
MIR6857	0	0	0	0	0	0	0	0	1	0	0	1	0
MIR6862-1+MIR6862-2	1	0	2	0	0	0	0	0	0	0	0	0	0
MIR6869	0	0	0	0	0	0	2	0	0	2	0	0	2
MIR6877	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR6878	0	0	0	0	0	0	0	0	0	2	0	0	21
MIR6879	1	3	1	3	4	2	0	10	1	2	2	3	1
MIR6884	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR6887	0	0	1	1	0	0	0	0	0	0	0	0	0
MIR6888	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR6891	6	2	9	10	0	6	3	1	2	40	3	4	0
MIR6895	0	0	0	0	0	0	0	0	2	0	0	0	0
MIR7-1	0	0	3	0	0	0	0	8	0	10	0	2	0
MIR7-2	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR7-3HG	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR7109	2	0	0	0	0	0	0	0	0	0	0	0	0
MIR7110	0	2	1	3	14	0	0	0	20	0	0	0	0
MIR7111	82	61	56	111	93	94	61	65	72	54	2	33	113
MIR7113	13	14	25	55	24	10	11	36	1	6	0	31	10
MIR7161	0	1	0	0	16	0	0	0	0	0	0	0	0
MIR744	0	0	0	0	0	0	0	0	0	2	1	2	0
MIR760	0	0	2	0	0	0	0	0	0	0	1	0	0
MIR769	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR7703	0	0	0	8	0	7	0	0	5	0	0	0	0
MIR7845	0	0	0	3	0	0	0	0	4	2	0	0	0
MIR7848	0	0	8	0	0	0	0	0	0	0	0	0	0
MIR8066	0	0	0	0	5	0	0	0	0	0	0	0	0
MIR8072	0	0	0	2	0	0	0	0	0	2	0	1	0
MIR8085	0	0	0	0	0	6	0	0	3	2	0	0	0
MIR8087	0	0	0	0	0	0	0	0	0	5	0	0	0
MIR877	0	0	1	0	0	0	0	1	0	0	0	0	0
MIR93	0	8	1	1	9	7	0	0	0	0	0	0	0
MIR933	0	0	3	0	0	0	0	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0	0	5	0	0	0
MIR939	3	1	2	4	15	0	0	2	0	0	0	2	0
MIR940	0	1	0	0	0	0	0	2	0	0	0	1	0
MIR99AHG	2	4	148	19	0	5	35	20	10	54	9	9	15
MIRLET7A1	0	0	0	0	0	1	11	0	0	0	0	0	0
MIRLET7BHG	1	14	42	9	0	8	0	5	1	0	0	0	0
MIRLET7D	12	9	10	15	55	0	10	0	8	14	0	9	0
MIRLET7DHG	0	2	201	111	5	3	0	5	0	19	4	21	0
MIRLET7F1	0	3	1	0	0	0	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0	1
MIRLET7I	0	0	0	0	0	0	0	3	0	0	0	1	0
MIS12	215	671	1208	1551	1545	399	1149	1077	607	542	50	824	306
MIS18A	882	781	813	1823	1093	705	694	1210	492	333	16	277	25
MIS18BP1	968	1473	2255	2316	1543	2960	1639	2852	1435	4614	155	2604	1165
MISP	0	0	0	0	0	0	0	0	4	0	0	0	0
MITD1	239	271	952	1729	661	414	690	1323	203	387	104	279	797
MITF	332	29	386	256	107	0	0	182	24	116	1	225	0
MIXL1	5	56	17	0	152	0	1	0	1	4	0	0	0
MKI67	859	1352	205	1157	296	1065	421	162	346	1305	3	321	883
MKKS	610	883	1135	2509	1544	962	1216	1999	388	357	28	444	1205
MKL1	510	973	832	609	391	465	186	303	758	714	22	414	1
MKL2	199	367	844	1093	1019	721	559	1038	71	243	17	226	279
MKLN1	1126	624	1785	1706	1712	668	1027	2871	760	1112	216	1722	1676
MKLN1-AS	19	0	116	95	0	0	0	72	0	33	0	34	0
MKNK1	222	556	466	598	951	590	195	512	142	266	23	264	521
MKNK1-AS1	0	0	2	0	0	0	3	3	0	0	0	0	0
MKNK2	306	802	200	311	227	549	61	110	380	812	9	91	198
MKRN1	985	902	2124	1544	2366	1582	1415	2404	1709	2361	90	1985	2837
MKRN2	454	239	1388	1389	751	249	616	1872	284	555	59	1599	63
MKRN2OS	16	21	4	13	19	2	12	11	1	0	0	0	0
MKRN3	0	0	0	0	0	0	0	0	141	0	0	10	538
MKRN9P	9	13	48	6	41	10	6	39	16	15	0	49	63
MKS1	303	389	1274	941	171	151	90	533	142	234	0	787	40
MKX	0	0	0	0	0	0	0	0	0	20	0	0	0
MLANA	2	13	0	3	0	2	2	1	0	0	0	0	0
MLC1	429	410	626	564	547	468	84	870	346	278	14	230	501
MLEC	4008	2751	1508	3476	3148	2908	904	1482	1110	1320	10	421	648
MLF1	0	122	311	80	214	39	358	119	69	14	65	134	19
MLF2	1563	2175	3919	2846	1615	1483	400	1532	1494	2615	174	2048	539
MLH1	1105	1051	1170	2373	2076	1832	531	1650	438	530	70	1083	1232
MLH3	269	556	925	628	701	454	396	275	129	443	31	118	507
MLIP	0	0	2	0	0	0	0	0	0	0	0	0	1
MLK7-AS1	90	42	22	15	17	44	5	32	33	143	6	18	20
MLKL	132	211	1290	157	454	608	174	246	272	253	30	274	22
MLLT1	242	297	194	178	107	260	22	75	114	128	8	53	53
MLLT10	1074	1147	1467	2384	1831	1389	1391	1665	1541	1246	108	1337	1925
MLLT10P1	0	10	1	0	16	30	4	7	6	0	0	0	0
MLLT11	546	359	1096	1469	1774	228	1765	1237	368	149	35	792	3
MLLT3	1189	400	5038	2815	643	615	2446	3138	1105	649	497	3119	7632
MLLT4	0	82	280	0	0	198	357	2	1	0	12	1	0
MLLT4-AS1	0	0	0	0	0	1	0	2	2	3	0	1	0
MLLT6	420	728	780	571	475	992	271	259	464	541	18	247	5
MLST8	332	432	365	780	535	136	30	229	400	441	38	382	3
MLX	498	532	783	920	529	136	185	476	170	222	8	188	299
MLXIP	1553	2855	2147	1163	1630	1945	551	527	2201	3120	109	713	262
MLYCD	154	97	130	119	48	18	6	19	0	0	0	0	0
MMAA	12	138	302	207	0	93	465	367	28	122	28	21	2
MMAB	298	407	769	893	974	345	449	604	405	732	33	598	0
MMACHC	8	45	289	267	9	1	90	67	0	30	0	0	3
MMADHC	851	1775	3628	6725	3333	1836	4322	7267	1733	2389	360	4103	5308
MMD	164	342	348	315	600	788	378	660	286	709	71	266	275
MMD2	2	1	0	0	0	0	0	0	0	1	0	0	0
MME	15	18	113	0	0	0	0	0	0	10	0	2	0
MMEL1	26	0	4	3	0	0	6	0	0	8	0	2	0
MMGT1	585	808	1446	974	1458	1351	908	1825	538	1212	194	1324	1181
MMP10	0	0	0	0	0	0	0	0	0	0	0	0	2
MMP11	0	2	0	0	0	2	0	0	0	4	0	0	97
MMP14	0	0	0	0	0	0	0	0	15	0	0	0	0
MMP15	0	1	0	4	0	0	0	0	1	0	0	0	0
MMP16	0	2	0	0	0	0	0	0	0	0	1	0	1
MMP17	1	7	3	0	0	0	4	0	0	0	0	0	0
MMP19	0	12	0	0	0	1	0	0	0	0	0	0	0
MMP2	141	188	260	0	0	169	125	0	164	99	39	0	528
MMP20	1	0	0	0	0	0	0	0	0	0	0	0	0
MMP21	0	0	0	0	0	0	0	25	0	0	0	0	0
MMP23A	8	0	0	0	0	5	2	8	1	0	0	1	0
MMP23B	0	0	0	0	0	1	0	0	0	0	0	0	0
MMP24	0	0	7	0	0	0	0	0	0	3	0	0	1
MMP24-AS1	58	85	57	66	106	202	45	45	67	98	1	19	0
MMP25	0	0	0	0	0	0	1	0	0	0	0	0	0
MMP28	5	46	208	28	6	7	52	0	0	40	4	2	76
MMP7	0	9	52	16	0	112	56	0	0	57	0	13	0
MMP9	0	0	0	0	0	0	0	0	0	1	0	0	1
MMRN1	458	376	5346	607	2007	377	1164	558	434	393	91	140	4276
MMRN2	1	0	0	3	1	0	0	0	0	0	0	0	0
MMS19	713	1008	477	832	813	970	175	965	371	649	19	1155	94
MMS22L	575	432	923	1217	1112	1132	885	2050	194	662	48	451	129
MN1	30	228	326	0	7	71	63	0	2	328	1	1	693
MNAT1	640	562	514	996	906	250	737	1092	94	440	12	408	833
MND1	96	183	239	681	573	344	179	542	102	336	8	42	124
MNDA	7	68	2	0	2	80	0	0	0	159	0	0	3
MNS1	16	79	227	393	586	484	454	904	138	576	19	373	0
MNT	136	163	103	158	54	155	30	29	1	75	5	22	0
MOAP1	603	354	1958	796	1611	783	1135	1389	1500	867	499	1871	1637
MOB1A	142	410	1242	1816	920	69	638	1417	313	302	32	394	615
MOB1B	1030	1074	1082	2071	1227	647	698	3747	1249	1863	142	3077	3134
MOB2	105	86	80	88	12	42	58	45	7	1	1	20	0
MOB3A	510	434	418	716	117	196	25	196	22	134	1	156	0
MOB3B	58	326	6	74	97	8	0	47	4	12	0	5	0
MOB3C	10	44	354	112	0	0	26	160	0	3	4	25	0
MOB4	0	0	3	10	8	0	5	19	7	2	1	18	10
MOBP	0	0	0	0	1	4	3	0	0	56	0	0	0
MOCOS	0	0	28	8	0	0	0	1	0	0	0	0	0
MOCS1	7	0	0	0	0	129	0	0	0	0	0	1	0
MOCS2	402	169	461	664	767	468	421	1826	10	256	65	517	138
MOCS3	134	214	848	276	26	49	37	145	0	59	1	23	1
MOG	0	0	0	0	1	2	0	0	0	1	0	0	0
MOGAT1	0	0	0	0	0	0	0	0	0	1	0	0	0
MOGAT3	0	0	0	0	0	1	0	0	0	0	0	0	0
MOGS	83	293	18	325	174	140	44	229	75	115	2	122	0
MOK	123	94	65	82	156	475	124	134	201	119	25	53	0
MON1A	46	166	394	307	90	21	8	279	0	26	0	39	2
MON1B	140	142	434	225	105	188	52	126	61	167	27	100	0
MON2	1065	849	1228	826	557	552	948	1687	494	417	92	457	3942
MORC1	0	3	0	0	0	0	0	0	0	0	0	0	0
MORC2	68	298	288	207	55	144	0	44	21	126	7	49	2
MORC2-AS1	442	147	1241	366	369	112	92	442	390	177	35	204	547
MORC3	585	597	1278	1348	1056	1012	1352	1746	503	1481	172	1568	4
MORC4	12	149	5	0	0	0	0	0	13	4	0	0	1
MORF4L1	3048	3379	5909	7465	5197	3456	5821	7410	2698	3571	796	4709	4548
MORF4L2	2299	2949	5629	7528	4230	2337	3800	7252	2708	4411	703	3954	3727
MORF4L2-AS1	26	15	1	124	275	56	33	27	92	20	3	64	0
MORN1	17	49	2	14	111	3	38	13	8	0	12	6	0
MORN2	311	556	282	929	1092	715	762	594	162	463	20	368	271
MORN3	0	6	3	0	1	1	6	0	0	0	0	0	0
MORN4	88	58	158	85	70	0	2	192	3	1	0	86	5
MORN5	0	0	0	0	0	0	0	0	0	0	3	0	0
MOSPD1	85	135	473	348	321	263	108	571	0	175	18	310	228
MOSPD2	16	12	210	26	337	0	141	9	145	0	7	141	0
MOSPD3	39	58	100	201	121	43	58	133	108	40	2	175	0
MOV10	512	767	760	417	614	425	254	150	388	308	30	99	398
MOV10L1	0	0	0	5	0	0	0	48	0	0	0	0	0
MOXD2P	0	0	0	0	0	1	0	0	0	0	0	0	0
MPC1	804	749	664	1503	1869	1148	1554	1893	585	1496	70	748	1568
MPC2	962	1421	2338	15679	4903	1911	2348	14864	1467	2730	204	5819	2941
MPDU1	716	559	954	1659	626	409	146	1268	320	445	40	1095	20
MPDZ	65	13	861	395	0	0	0	0	375	59	48	60	2
MPEG1	2	263	3	0	0	21	0	0	0	184	0	0	0
MPG	635	1006	1955	383	464	412	101	358	251	521	33	336	4
MPHOSPH10	1231	510	1573	2091	813	646	1601	2031	229	272	56	1003	302
MPHOSPH6	652	478	1194	2600	1500	1245	1726	2482	274	254	87	453	4127
MPHOSPH8	1091	516	1395	1059	724	675	362	897	588	914	140	573	781
MPHOSPH9	171	277	657	579	284	396	260	1014	148	219	125	877	1583
MPI	552	693	1815	554	776	1202	237	657	487	322	90	580	651
MPL	1377	660	9534	1572	4014	1076	4057	457	1935	1462	816	895	7666
MPLKIP	1041	1543	2045	2857	1632	1263	1040	2006	664	951	53	756	1463
MPND	165	226	32	170	18	265	58	37	167	87	0	57	0
MPO	23224	111930	119	341	21084	101879	6223	10	10254	64795	15	600	558
MPP1	3087	1000	3785	5775	5517	1619	1694	7144	2466	1215	310	4591	2005
MPP2	28	88	1	0	0	0	12	0	0	32	1	0	0
MPP3	0	0	107	0	0	23	111	0	69	4	0	0	1
MPP4	0	0	0	0	0	0	0	0	1	0	0	0	1
MPP5	163	15	515	626	588	97	323	410	222	905	19	666	1064
MPP6	592	295	284	488	846	303	425	402	205	404	11	243	173
MPP7	13	19	269	383	237	50	153	692	37	40	43	245	344
MPPE1	31	21	187	136	36	52	63	253	16	129	6	125	1
MPPED1	0	6	0	0	0	0	0	0	0	0	0	0	0
MPPED2	154	414	469	0	2	1	15	41	43	178	14	14	0
MPRIP	663	655	815	643	1429	601	274	573	451	510	19	426	714
MPST	633	1155	1048	2004	676	1222	64	2124	711	790	231	3602	62
MPV17	2562	3225	3356	4686	4031	2994	3546	3891	1129	2468	245	2411	2284
MPV17L	9	24	78	248	256	103	46	231	48	20	6	57	0
MPV17L2	131	248	235	235	0	166	117	84	43	9	1	30	0
MPZ	19	0	6	1	3	0	0	0	1	4	1	0	0
MPZL1	598	947	1317	2024	1030	1075	279	1697	284	1357	31	851	241
MPZL2	27	18	677	1	16	0	321	0	0	30	15	1	308
MPZL3	88	8	708	187	0	0	6	35	4	15	8	21	1
MR1	51	482	761	421	490	50	210	197	133	149	2	148	291
MRAS	0	4	139	0	0	0	95	0	0	0	0	7	0
MRC1	1	0	0	0	0	5	16	0	0	0	0	0	0
MRC2	49	158	1	4	56	199	8	7	55	121	0	0	4
MRE11A	328	321	1448	565	848	614	764	818	555	530	36	520	139
MREG	116	57	364	154	2	94	42	48	15	202	31	11	0
MRFAP1	1639	1767	4069	4474	3803	1647	2051	3976	2584	3057	719	2338	3009
MRFAP1L1	704	773	2690	2368	1216	624	771	2070	307	561	116	799	1022
MRGBP	256	372	97	156	195	299	172	140	160	152	0	18	0
MRGPRD	0	0	0	0	1	0	0	0	0	0	0	0	0
MRGPRF-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0
MRI1	190	183	720	157	237	160	84	265	124	165	32	212	42
MRM1	56	109	86	119	64	37	0	126	77	25	0	12	0
MRO	0	1	1	0	0	0	0	1	0	1	0	0	0
MROH1	113	75	37	68	75	80	21	23	32	22	0	24	236
MROH2B	0	0	0	0	0	1	0	0	0	0	0	0	0
MROH5	0	1	0	0	0	0	0	0	0	0	0	0	0
MROH6	206	113	40	28	43	436	66	45	91	180	2	13	5
MROH7	26	67	56	0	0	0	16	0	5	25	1	11	29
MROH7-TTC4	0	0	7	2	0	0	0	0	0	0	0	0	0
MROH8	0	57	51	65	0	13	0	3	0	31	1	80	0
MROH9	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPL1	662	538	1454	2960	2513	1070	1801	4302	640	915	44	1530	1920
MRPL10	521	625	2241	1615	944	502	274	1293	234	481	27	909	227
MRPL11	1340	1293	2083	3086	2957	1799	1580	1985	612	1523	69	937	2060
MRPL12	1430	1213	1163	1908	1509	600	399	807	126	574	19	580	91
MRPL13	749	960	1340	5095	3313	990	2285	4320	811	947	86	1465	1794
MRPL14	1147	1361	1152	4086	2562	2035	1376	2626	428	497	18	630	1104
MRPL15	1197	1433	2840	4420	1365	1217	2183	3091	74	825	20	1138	287
MRPL16	1986	1986	5600	6199	4546	2444	3301	3740	1479	2290	243	1781	5123
MRPL17	502	731	456	1422	504	481	444	766	208	162	9	79	590
MRPL18	1021	1026	1988	3924	2557	1302	1680	2766	552	637	52	614	1027
MRPL19	388	566	1378	2510	1485	740	1486	2980	457	683	137	1073	733
MRPL2	477	688	843	2083	1196	448	391	1783	246	548	19	749	258
MRPL20	1330	920	1241	3187	1637	932	938	1550	379	486	7	417	1008
MRPL21	839	1137	928	2657	2149	1293	986	1663	641	965	48	827	1913
MRPL22	721	964	1452	3735	2390	1071	1631	2996	1173	1603	210	1739	1331
MRPL23	220	432	182	855	536	252	184	178	9	171	18	76	8
MRPL23-AS1	0	0	15	0	32	0	7	13	3	17	0	1	0
MRPL24	858	915	1317	2016	1083	1177	754	1277	216	468	5	257	226
MRPL27	1484	1008	551	2630	1676	710	235	1239	243	159	8	435	120
MRPL28	489	813	1134	1325	777	514	288	1080	613	670	35	651	8
MRPL3	1273	1677	2662	5181	3957	1891	2750	5562	703	1313	77	1651	2306
MRPL30	532	413	447	1172	604	783	434	1196	415	415	16	557	1250
MRPL32	747	895	1110	1874	1829	983	1520	1936	668	592	95	798	1193
MRPL33	1454	2479	1078	2322	1352	1527	854	1217	470	1017	20	308	1059
MRPL34	727	728	855	2096	1035	544	384	1046	472	589	14	571	341
MRPL35	606	675	1164	1761	540	443	425	1689	6	95	16	234	461
MRPL36	818	704	586	1312	1024	467	686	989	283	431	16	283	101
MRPL37	1447	2241	2870	7560	3817	2136	3037	5605	1874	3471	228	4193	4159
MRPL38	460	720	1146	1278	905	306	211	925	469	518	36	730	201
MRPL39	711	391	1410	2948	636	505	992	2160	525	529	43	839	864
MRPL4	679	442	814	822	361	506	171	562	233	619	11	472	0
MRPL40	729	824	1015	1984	1099	672	1048	1333	501	444	22	851	808
MRPL41	741	462	373	1047	924	487	323	616	183	431	10	249	280
MRPL42	730	1049	3048	5607	5929	1268	3063	6715	782	1672	255	3208	1679
MRPL42P5	0	18	0	0	0	0	0	0	0	0	0	0	0
MRPL43	1181	811	1162	1756	992	625	542	1399	304	576	21	519	394
MRPL44	459	417	1419	1539	1332	196	1258	1718	1047	843	137	1301	8
MRPL45	1073	834	1921	2600	1497	727	809	1622	1356	1048	97	1109	939
MRPL45P2	78	95	289	246	142	162	137	275	217	130	41	238	103
MRPL46	489	420	943	2016	742	218	561	758	316	232	0	238	551
MRPL47	376	897	725	1777	1487	956	811	1887	579	1001	49	1007	686
MRPL48	579	902	1368	2536	1262	1368	1753	1879	849	750	60	1635	448
MRPL49	310	399	784	672	612	299	246	765	427	262	40	540	155
MRPL50	490	273	754	1566	660	227	931	1244	208	179	38	473	679
MRPL51	3595	3272	2333	8216	4652	3232	2088	3719	1275	2056	38	1265	3178
MRPL52	801	633	755	1768	1681	560	461	1298	230	500	43	484	146
MRPL53	579	585	624	1020	662	581	340	359	328	387	26	167	470
MRPL54	1031	752	619	1200	1079	837	765	1276	357	1062	31	957	608
MRPL55	1114	1421	1058	1938	1033	1112	1090	1474	667	1353	47	860	640
MRPL57	2859	3036	3459	3508	2610	2211	1742	2473	1079	2314	106	848	2084
MRPL9	919	1119	1604	3692	1860	1273	1727	2451	1107	2021	128	2318	2727
MRPS10	378	246	897	1609	405	855	627	2362	249	617	101	1135	1292
MRPS11	796	682	1180	2839	966	859	1278	1527	376	594	46	628	1636
MRPS12	835	972	555	1771	1052	497	432	746	315	225	3	301	53
MRPS14	911	963	1798	2931	1225	942	1329	1606	398	168	60	704	369
MRPS15	711	1709	1226	4105	2804	1300	1299	2842	761	1359	84	1664	1286
MRPS16	1146	1694	2158	2583	1548	1097	970	1798	589	871	23	757	1814
MRPS17	320	190	354	866	443	142	247	729	115	91	4	129	414
MRPS18A	763	326	736	1377	268	156	126	589	214	103	6	234	268
MRPS18B	1516	1380	4045	3110	2760	1385	2137	4066	1045	1192	188	2251	1127
MRPS18C	279	314	556	1274	437	367	482	747	135	92	7	261	217
MRPS2	581	737	735	1212	1561	618	197	758	254	532	4	651	2
MRPS21	2212	2725	3685	5386	3520	3526	2961	3385	1016	2276	136	1244	4141
MRPS22	179	470	1424	1973	825	905	1040	1932	383	439	82	1013	490
MRPS23	789	1113	1562	3780	2715	1450	1808	2538	525	945	14	722	291
MRPS24	1	0	4	21	1	6	3	7	2	4	0	5	5
MRPS25	1468	821	1445	3548	2134	858	1014	1791	323	1108	25	1202	760
MRPS26	978	1722	1591	3197	1587	984	717	1723	270	626	5	832	820
